URL,Paragraph,Dominant_Topic
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,Baraki was developed by a group of engineering students from the University of the Cordilleras in six months in 2022.,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,"“Sa Baguio City po, issue talaga yung basurahan… parang lagi pong overflowing yung basura,” said developer Samuel Sta. Cruz.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,"(In Baguio City, garbage is really an issue… it seems like trash cans are always overflowing)","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,"Meanwhile, waste disposal violations can be reported through a web-based reporting system Alertrash, which was also developed by University of the Cordilleras students in November 2023.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.gmanetwork.com/news/scitech/technology/913217/university-of-the-cordilleras-students-develop-smart-trash-bins-waste-management-software-for-baguio-c/story/,The centralized system had already been tested in several barangays in Baguio.,"system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"BAGUIO CITY – The local government declared the City’s ambition to achieve smart city status by 2027 at the Luzon ICT Champions Conference 2024, highlighting a strategic commitment to a smart, green, and sustainable quality of life.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"“Our decision to transform the city of Baguio into a smart city is aligned with our strategic direction of becoming a smart, green, and sustainable city with the ultimate goal of improving the urban quality of life of our residents,” city officials said.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Moreover, city officials clarified that despite recent advancements, the city is not yet officially considered a “smart city.” However, the city has made significant progress by establishing a command or smart command platform. It was revealed that the city is utilizing Cisco Technology, a single technology solution that is being projected to be one of the best globally.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Baguio City is grappling with a host of development challenges and significant urban issues that require urgent attention and resolution. City officials highlighted the city’s struggles with overpopulation overload, misaligned land use plans, inadequate waste management, traffic congestion, and air pollution, as well as climate-related hazards like landslides and flooding. Notably, urban decay is already taking hold within the city. ","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"It was stressed that today’s focus revolves around tackling these pressing issues head-on. All 53 strategic, analytic, and catalytical projects have been specifically designed to combat urban decay in Baguio. Given the city’s limited land availability, prudent management of its land resources is vital to strike a harmonious balance between development, conservation of green spaces, and addressing the varied needs of different sectors within the community.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"It was articulated the rationale behind the development of a net zero roadmap, outlining a progressive vision for the city’s future. By harnessing artificial intelligence, information, and technology, the city aims to address existing challenges, enhance operational efficiency, and effectively manage resources. This strategic approach emphasizes the evolution of solutions over time to elevate the quality of government services, improve citizen welfare, and offer enhanced lifestyles through innovative smart services.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Despite facing obstacles exacerbated by the pandemic, Baguio City is steadfast in its ambition to transition into a smart city by 2027. Working actively with stakeholders and technology partners, the city is dedicated to materializing its ambitious digital platform. The implementation of the smart city system revolves around the thoughtful integration of various building blocks in a synchronized and cohesive manner.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"A pivotal milestone in this journey was the successful procurement of a groundbreaking Smart City Command Center valued at 200 million pesos with the support of former President Rodrigo Duterte. This state-of-the-art facility, inaugurated in September 2021, stands as a pioneering achievement as the first of its kind in the entire country, he added.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"Baguio City is on a transformative path to becoming a smart city by 2027, guided by five key pillars: Security, Sustainability, Efficiency, Community-oriented, and Lifestyle. It was articulated that this ambitious vision rests upon a solid foundation of good governance. Stressing the importance of prudence, fairness, and responsibility, It was emphasized the imperative for city leaders to uphold rigorous ethical standards and integrity, while ensuring transparency and accountability to cultivate public trust in government. ","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,"“Smarter is a more responsive and livable city, we don’t want just to be a smart city. We want to be a connected city. A truly connected city in which every citizen is connected, and every citizen is able to benefit from this vision,” city officials conclude. Trust was emphasized as the bedrock of Baguio City, serving as a linchpin for fostering community support for city initiatives. By Joy Anne M. Palaoag","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,Herald Express is a news organization based in Baguio City that has a weekly publication and an online news portal. The newspaper is circulated in the different provinces of Northern Luzon. The name of the fastest-growing publication in town is coined from the word ‘quick messenger’ which is self-explanatory.,"news, publication, word, online, city, action, trigger, security, datum, command"
https://baguioheraldexpressonline.com/baguio-city-aims-to-transform-to-a-smart-city-by-2027/,© 2024 Baguio Herald Express | Website Design and Development by Neitiviti Studios,"city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"The Department of Agriculture (DA) officials led by Secretary Francisco P. Tiu Laurel, Jr. visited the Smart Greenhouse-Philippines Project (SGPP) at the DA-Bureau of Plant Industry Baguio National Crop Research Development and Production Support Center (BPI-BNCRDPSC) on January 26, 2024.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"Jointly implemented by the DA-BPI-BNCRDPSC and the DA-Cordillera Regional Field Office (RFO), the “Enhancing Productivity and Producing High Quality Tomato Through the SGPP” project aims to sustain its operation through research and development, technology transfer of smart technologies, and training/capacity building of farmers.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.da.gov.ph/gallery/visit-to-the-smart-greenhouse-project-at-the-da-bpi-in-baguio-city-january-26-2024/,"The SGPP, which was completed in 2022, is a grant by the Government of the Republic of Korea through the Korea International Cooperation Agency (KOICA), the Korea Agency on Education, Promotion and Information Service on Food, Agriculture, Fisheries and Natural Resources (EPIS), Info Valle Korea Co., Ltd. and Shinhan A-Tec Co., Ltd. to the Cordillera people.###  (photos by Alan Jacalan, DA-AFID/ Jay Morales, DA-OSEC) ","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"PHILIPPINE-BASED education platform Bitskwela elevates Baguio’s transformation to a smart city through the Bull or Bear: Philippine Web3 Debate, highlighting the potential of Web3 to drive technological-based governance, reforms, and innovations in the city and across local governments all over the country.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"Held at the University of the Cordilleras, Bitskwela’s sixth Bull or Bear debate, themed ""Web3 in Baguio,"" served as a melting pot for different stakeholders, enthusiasts, and students to engage in an open discussion on the pros and cons of blockchain-related technologies.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"With a leveled understanding, Baguio citizens are able to make well-informed decisions when engaging with the Web3 space.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"Baguio City Mayor Benjamin Magalong, who is leading the charge to classify Baguio as a full-fledged Smart City by 2027, underscored the significance of the event, saying: “This debate represents a pivotal step forward in our journey towards becoming a Smart City. By learning how to harness the transformative power of Web3 technology, we are not just envisioning a future of advanced governance and innovation but actively building it. Collaborations like these are crucial for us to realize a more connected, efficient, and inclusive city for all our residents.”","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"“The goal of the Baguio Smart City project is to leverage emerging technologies, such as data analytics and artificial intelligence, to enact good governance. Alongside the tech-savvy population of Baguio, emerging technologies like blockchain and cryptocurrencies potentially play as a strong complement to sectors such as tourism management and citizen welfare,” said Bitskwela CEO Jiro Reyes, echoing Magalong’s view on the integral role of Web3 in achieving the city’s goal.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"The debate featured esteemed leaders and experts in blockchain, technology, and innovation, including Christopher Star of Web3PH, Paolo Dioquino of DeFi Philippines, Henry James of Bitshares Labs, Pat Arro of Polkadot SEA, and Van Orpilla of Google Developers Group Baguio.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"“Bull or Bear is part of Bitskwela’s mission to help Filipinos own a piece of the internet. Our goal in these events is to bring Web3 and blockchain education to target areas where there is enough interest in emerging technology. Bitskwela envisions a Philippines where the words Bitcoin, crypto, and NFTs aren’t scary anymore for the everyday Filipino. We want cryptocurrency to be a household conversation; that’s why we’re bringing Bull or Bear to institutions such as the University of Cordillera,” Bitskwela CMO JC Macalintal added.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.sunstar.com.ph/baguio/baguio-accelerates-smart-city-status-thru-bitskwelas-bull-or-bear-web3-debate,"The Bull or Bear Baguio event was co-presented by Globe Telecom and Coins.ph, In collaboration with Polkadot, UC Innovation And Technology Transfer Office, and Bitshares Labs, along with Blockceler8 by Uniquecorn Strategies as its official PR partner.","management, tourist, traffic, waste, boracay, close, technology, business, baguio, ai"
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,BAGUIO CITY — The City Government of Baguio has yet to pay the more than P200 thousand bill of the Smart City Command Center (SC3) covering the months of August 2021 to December 2022.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,The City Council recently approved a legislative move approving the request for the authority of the chief executive of Baguio so that said amount will be charged to 2023 appropriations of the SC3. The SC3 is being managed by the Information and Technology Division of the City Mayor's Office.,"city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://tribune.net.ph/2024/01/07/baguios-smart-city-command-center-has-unpaid-electric-bills,"On 13 November of last year, the Benguet Electric Cooperative (BENECO) wrote the city government notifying that the city had an electric consumption of P201,304 from August 2021 to December 2022. Because of this, Baguio City Mayor Benjamin Magalong send a request letter to the Baguio City Council for the appropriation of the said amount from the current appropriations of the SC3.","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.pna.gov.ph/articles/1153128,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data.","news, publication, word, online, city, action, trigger, security, datum, command"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"Baguio City, a popular tourist destination in the Philippines, delivers its public services to its residents and visitors through an advanced Command Center.","city, baguio, smart, center, command, say, project, quality, public, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In partnership with Cisco, a digital solutions company, the province built its Smart City Command Center to centralize and digitalize its operations for better governance.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In a statement, Baguio City Mayor Benjamin Magalong emphasized the need for careful planning and a strong partnership foundation to create a “smart city.”","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“To become a smart city, having a well-defined plan is crucial. Recognizing this, we in the city government-initiated discussions with Cisco regarding a potential partnership,” said Magalong.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“The response from Cisco was exceedingly impressive as they promptly organized themselves and provided a comprehensive response. Their willingness to collaborate positions us closer to our goal of transforming into a smart city,” he added.","city, baguio, smart, center, command, say, project, quality, public, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"The Baguio Smart City Command Center was developed as part of Cisco’s Country Digital Acceleration (CDA) program in the Philippines, UGNAYAN 2030.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,National Geographic defines a smart city as a metropolitan area wherein “in which a suite of sensors (typically hundreds or thousands) is deployed to collect electronic data from and about people and infrastructure so as to improve efficiency and quality of life.”,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"In line with this, Baguio City’s “smart” command center is also equipped with Cisco technologies.","city, baguio, smart, center, command, say, project, quality, public, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"According to a press release about this facility, it was stated that the technologies Cisco provided and installed include “industrial and network switches, data center architecture, as well as firewalls, and advanced threat detection response tools, ensuring that the command center is secure from end to end at all times.”","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"To ensure data security, it was also stated that the command center contains “Cisco’s networking, security, and collaboration technologies power the underlying infrastructure of the platform.”","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,The overall Smart City Command Center serves as “the core” of Baguio City’s regular operations and functions.,"city, baguio, smart, center, command, say, project, quality, public, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“These solutions enable the Smart City Command Center to aggregate and analyze data from city infrastructure sensors and other data sources seamlessly and securely,” the press release said.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"“It equips city planners and officials with a holistic view of the entire smart city ecosystem, from traffic patterns and available parking lots to environmental conditions and public safety measures, optimizing the speed and scale of digital services for citizens of Baguio,” it added.","city, baguio, smart, center, command, say, project, quality, public, government"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,"Moreover, Cisco also trained personnel on how to properly use the command center’s system and infrastructure.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,This innovation was launched in response to a study commissioned by the National Economic Development Authority (NEDA) that stated Baguio faces “urban decay” in the next 25 years.,"freedom, project, press, government, baguio, city, response, official, technology, unit"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,This might happen if concerns surrounding the tourist spot such as overcrowding and waste management were not resolved.,"management, tourist, traffic, waste, boracay, close, technology, business, baguio, ai"
https://interaksyon.philstar.com/trends-spotlights/2023/07/29/256638/baguio-smart-city-command-center/,Here is a list of what the Smart City Command Center has achieved for Baguio City so far:,"city, baguio, smart, center, command, say, project, quality, public, government"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"GRIDLOCK Congestion in Baguio City has become too big it can affect the summer capital’s economy with gridlocks becoming a normal occurrence. Infrastructure giants have offered solutions
in partnership proposals with the city government. —NEIL CLARK ONGCHANGCO","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"BAGUIO CITY—The developers of Metro Manila’s subway, Singapore’s traffic management system, and Luzon’s expressways outlined their plans for redeveloping the heavily congested summer capital into a “smart city” and sparing it from urban decay at a two-day public-private partnership (PPP) summit this week.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Construction giants Metro Pacific, Megawide and Metro Global Holdings are among the country’s major investors negotiating with the city government about putting up an electric monorail serving downtown Baguio and neighboring Benguet towns, an AI (artificial intelligence)-powered mobility system to make traffic and mass transportation more efficient, a centralized transport terminal and a new public market.","city, baguio, smart, center, command, say, project, quality, public, government"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"On the first summit session on Wednesday, former transportation undersecretary Mark de Leon, now vice president of Metro Pacific Investments Co., said road congestion and its impact on the economy and the environment were among Baguio’s key urban problems which the developers offered to solve.","system, government, datum, say, baguio, city, cybersecurity, sophisticated, camarao, command"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Baguio was built by the American colonial government in the early 1900s and was designed for 25,000 people. But a 2019 urban carrying capacity study estimates that many of Baguio’s resources like water, woodlands and buildable spaces are no longer sufficient for its current population of 360,000.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"“Sometimes tourists already think twice about going to Baguio because of that problem,” he added.","baguio, city, land, need, stress, resource, project, philippines, issue, tourist"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,But an urban poor organization asked why Baguio appeared to be relying on private sector capital.,"city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,Mayor Benjamin Magalong said he and a group of anticorruption mayors were fighting to secure their localities’ proper share of national taxes so local governments could finance more projects themselves.,"city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Local governments have been able to access only a smaller percentage of their annual national tax share, Magalong said, because other officials, including lawmakers, control the disbursement of the rest of the funds.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,The summit presented “unsolicited” proposals which are being reviewed or are subjects of negotiations. De Leon said these proposals were pitched independently but were parts of an overall cure to Baguio’s “pain points.”,"news, publication, word, online, city, action, trigger, security, datum, command"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"Metro Pacific, which built and operates tollways like the North Luzon Expressway, is investing in the “Baguio Smart Urban Mobility Project,” which would regulate traffic flow using a unified dispatching system for jeepneys, minibuses and taxis and an online platform that directs motorists away from congested roads or guides them to the nearest parking facility.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"De Leon said urban mobility would benefit from a “Baguio City Intermodal Terminal,” which was discussed at the summit by Matthew Jaramillo, business development officer of Megawide Construction Corp., which put up the Parañaque Integrated Terminal Exchange and won the bid for Phase 1 of the Metro Manila Subway project.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"De Leon said the “Baguio City Sky Shuttle Project” of Metro Global Holdings Corp. also improves urban mobility. The company has offered to build an P11-billion electricity-driven train that would use an elevated monorail system that would improve air quality and reduce Baguio’s carbon footprint, according to Jaime Cacho, president of the affiliate firm, Metro Global Renewable Energy Corp.","city, baguio, smart, center, command, say, project, quality, public, government"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"According to Cacho, his company is building a “circular economy” in the city because the train could be fueled by power generated by a waste-to-energy plant which Metro Global is developing with Baguio in the Benguet town of Sablan.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://newsinfo.inquirer.net/1841745/big-ticket-road-transport-systems-eyed-in-baguio,"His company, on Oct. 2, signed a memorandum of agreement with Magalong that makes the city a prime resource for the plant’s demand for solid waste.","city, baguio, waste, government, energy, development, say, |, project, herald"
https://www.pna.gov.ph/articles/1185389,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data.","news, publication, word, online, city, action, trigger, security, datum, command"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"Baguio City, Benguet – Not much has changed in the City of Pines since I last visited a year ago.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"Except for the fact that Grab already operates here which makes it easier to move from one place to another, that Café by the Ruins in Shuntug (which caught fire and was closed in 2017) has reopened and that their branch in Upper Session Road moved to Gibraltar late last year, that SM Baguio has been renovated, Baguio remains basically the same.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"Filipinos are not new to this. Boracay Island gets as many as two million tourists and tens of billions of pesos in tourism receipts every year. It is home to thousands of hotels, resorts, and other business establishments, a far cry from the few that could be found 30 years ago, but at what cost? Boracay’s waters were teeming with waste, traffic was horrendous, pollution was at its peak. Government had to close the island for six months and had to order hundreds of business establishments closed for failure to connect their wastewater to the sewage system.","management, tourist, traffic, waste, boracay, close, technology, business, baguio, ai"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"Now that the waters of Boracay are once again clean and business establishments are farther from the shoreline, the challenge to maintain this better state of things has presented itself. According to reports, Boracay residents are complaining about the spike in the number of Chinese businesses in the island, many of which have been closed due to violation of environmental laws. Chinese tourists, who are now the top visitors in Boracay, have also been the top violators of local ordinances, according to the Boracay Tourism Regulatory Enforcement Unit.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"But while it was possible to close Boracay completely for six months to tourists and businesses, the same is not possible for Baguio, the city being a gateway to other parts of the Cordillera, according to Baguio Mayor Benjamin Magalong.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,The mayor said that the rehabilitation of the city would not be as drastic as that of Boracay and would instead be focused on massive regreening and improvement of the city’s sewerage system. Magalong revealed that the city’s rivers are polluted and that only 12 percent of Baguio’s houses are connected to the city’s sewerage treatment plant which has already exceeded its carrying capacity and has leaks.,"city, baguio, smart, center, command, say, project, quality, public, government"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,Magalong revealed that Environment Secretary Roy Cimatu and Interior and Local Government Secretary Eduardo Ano have agreed to bring to the attention of President Duterte the issuance of an order mandating the partial rehabilitation of Baguio and a one-year moratorium on the construction of buildings and cutting of trees in exchange for funds to rehabilitate the existing sewerage system.,"city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"Plans of the city include putting up parking buildings using green architecture, rehabilitating the Baguio City Market in phases within two to three years at a cost of at least P5 billion, closing Mines View Park as part of an P18-million rehabilitation project, and closing Burnham Park and redeveloping it. Baguio City is also trying to secure a P20-billion soft loan and grant from the Asian Development Bank for the improvement of the city’s wastewater management and the provision of adequate potable water for the increasing population.","city, baguio, file, project, say, chief, data, implement, 2023, charge"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"The parking situation in Baguio has become so bad that once I had to secure a parking slot in the hotel, the car was parked there until it was time to go back to Manila. And this was during non-peak days. Imagine the parking and traffic nightmare during the Panagbenga festival, the Christmas holidays, Holy Week, and other long weekends. I dare not go to Baguio during those occasions. Not only is it difficult to hail a cab. Restaurants are full, everything is expensive, services are bad. Baguio residents dread these days because they can’t even leave the house and return unscathed, in a manner of speaking.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"As if the situation wasn’t bad enough, tourists are making it worse. According to Baguio City’s General Services Office, from the normal 170 tons of garbage collected in the city on normal days, this increased to over 200 tons daily from Dec. 21 up to the 30th. The littering problem also worsened especially in the central business district. Mayor Magalong lashed out at the lack of discipline and mindfulness in the disposal of trash, warning that he would recommend to the city council the passage of ordinances that would impose congestion and environmental fees on tourists.","city, baguio, smart, citizen, center, digital, government, command, year, technology"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"We haven’t even talked about the air pollution problem. Local newspapers have reported that around 750,000 private and public utility vehicles came in and out of Baguio City from Dec. 20, 2019 to Jan. 2, 2020. No wonder that the air quality here remains bad. As early as 2014, the World Health Organization had reported that Baguio had topped the list of Philippine cities with the most polluted air. Manila and Cebu came in second and third. Those living in Baguio have a higher risk of getting cancer, stroke, or heart disease, WHO said.","city, baguio, smart, center, command, say, project, quality, public, government"
https://www.philstar.com/business/2020/01/11/1983736/baguios-nightmare,"While restoring the good old days of Baguio City by putting up parking buildings and renovating tourist spots like Burnham Park, Mines View Park, and even the Baguio Public Market is good aesthetically and could be achieved in the short-term, implementing solutions to problems like air and water pollution, congestion, lack of urban planning that has resulted in buildings being constructed even in areas considered environmentally critical in order to attain sustainability should also be prioritized and done now.","city, baguio, smart, urban, technology, project, traffic, development, management, magalong"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,BAGUIO CITY – The Office of the Ombudsman was recently petitioned to investigate another graft charge filed against Mayor Benjamin B. Magalong in relation to the questionable implementation of the construction of the multi-million Irisan barangay hall that was funded under the annual budget of the public works department.,"city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"At the onset, Mayor Magalong presented himself as a better implementor of projects and that he would ensure the quality and standard which he demands from other government agencies pursuant to his alleged crusade against graft and corruption.","city, baguio, magalong, mayor, benjamin, project, fund, smart, implementation, government"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"Worst, Yaranon claimed that the city and its people were prejudiced for Magalong’s failed actions and that the city government has no other choice but to appropriate public funds for the project’s completion instead of wisely using these added funds for other badly needed projects and programs.","city, baguio, smart, center, command, say, project, quality, public, government"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"Likewise, Yaranon also charged Magalong and other officials deemed liable by the Ombudsman for grave misconduct, gross inexcusable negligence and acts prejudicial to the best interest of the service.","security, end, center, cisco, license, ensure, technology, baguio, command, hotel"
https://baguioheraldexpressonline.com/baguio-mayor-faces-another-malversation-charge/,"Earlier, the city government entered into a memorandum of agreement (MOA) with the Department of Public works and Highways–Cordillera Administrative Region (DPWH-CAR) on November 18, 2021 for the implementation of the project construction or improvement or rehabilitation of the Irisan multipurpose and barangay hall amounting to PhP50 million.","city, government, smart, service, solution, magalong, partnership, time, strategic, plan"
